Date and Time, UTC	                R.A., deg	             Dec, deg	           Az, deg	            Elev, deg
2024-11-01 14:49:20.000011	-45.460007800142506	19.126592496865488	145.32910403080948	35.900853800450925
2024-11-01 14:49:29.999997	-44.94534798289469	19.522807633263835	146.968734967422	39.04815929928852
2024-11-01 14:49:39.999983	-44.42815482924105	19.917559706938746	148.99902529887092	42.51873892939747
2024-11-01 14:49:50.000010	-43.90836774888822	20.31081062543778	151.5699518814895	46.33209646825644
2024-11-01 14:49:59.999996	-43.385932303850524	20.702517021237945	154.91317494973887	50.487498256914314
2024-11-01 14:50:09.999982	-42.860787677831574	21.092639734062473	159.39885662974777	54.94395696616046
2024-11-01 14:50:20.000008	-42.33287291913228	21.48113902492236	165.6335904824914	59.58485531931107
2024-11-01 14:50:29.999994	-41.80213338141312	21.867969905030545	174.6032311944086	64.15610082535588
2024-11-01 14:50:40.000020	-41.26850584899841	22.25309304991707	-172.2772107041998	68.16707085497396
2024-11-01 14:50:50.000006	-40.73193564401053	22.636462339272843	-153.94085372437044	70.80716735703253
2024-11-01 14:50:59.999992	-40.192361651912634	23.018035710407823	-132.25285852255715	71.19303518190608
2024-11-01 14:51:10.000018	-39.649722735126936	23.397770467644488	-112.4789289138655	69.16137123284078
2024-11-01 14:51:20.000004	-39.10396436620635	23.77561872208332	-97.80588809600842	65.46560255922307
2024-11-01 14:51:29.999990	-38.55502556027153	24.151536549540545	-87.73053058608114	60.99415826160174
2024-11-01 14:51:40.000016	-38.002845400502466	24.525479363524763	-80.78605929102686	56.33281497125315
2024-11-01 14:51:50.000002	-37.44736979620827	24.897397428423538	-75.84553379671924	51.79638113294269
2024-11-01 14:51:59.999988	-36.888538191717856	25.26724487880921	-72.20249094282046	47.53572932640809
2024-11-01 14:52:10.000015	-36.326290210866155	25.63497516106889	-69.42715896372114	43.61052763925703
2024-11-01 14:52:20.000001	-35.76057254701319	26.00053662550306	-67.25305905377675	40.03128709646375
2024-11-01 14:52:29.999987	-35.19132543637781	26.363881397183754	-65.50947723392947	36.783199294085335
