Date and Time	                  X, km	                    Y, km	                  Z, km
2024-11-01 13:25:00.000018	4965492.766266825	3064713.2926317407	3720792.9152273186
2024-11-01 13:25:30.000016	4950785.319136198	3246400.513907891	3584230.8307893043
2024-11-01 13:26:00.000014	4930722.863643036	3424576.2745571164	3443781.1764826598
2024-11-01 13:26:30.000013	4905326.889338531	3599047.7032436463	3299596.1416767538
2024-11-01 13:27:00.000011	4874624.6774977315	3769625.9355580015	3151831.993435073
2024-11-01 13:27:30.000009	4838649.27403047	3936126.322602022	3000648.906976453
2024-11-01 13:28:00.000007	4797439.455892635	4098368.63516976	2846210.791488808
2024-11-01 13:28:30.000005	4751039.691001847	4256177.263272596	2688685.1114677666
2024-11-01 13:29:00.000004	4699500.091674201	4409381.4107382	2528242.7037792224
2024-11-01 13:29:30.000002	4642876.3616092745	4557815.28462002	2365057.5906527834
2024-11-01 13:30:00.000000	4581229.73645915	4701318.279164189	2199306.788815855
2024-11-01 13:30:29.999998	4514626.918026951	4839735.154085299	2031170.1149867806
2024-11-01 13:30:59.999996	4443140.0021561785	4972916.206897365	1860829.9879667684
2024-11-01 13:31:29.999995	4366846.400374414	5100717.439072949	1688471.2275556915
2024-11-01 13:31:59.999993	4285828.755374982	5223000.715790205	1514280.850548415
2024-11-01 13:32:29.999991	4200174.850424658	5339633.9190508835	1338447.8640583525
2024-11-01 13:32:59.999989	4109977.512796484	5450491.093958031	1161163.056423886
2024-11-01 13:33:29.999987	4015334.5113437474	5555452.587944404	982618.7859709383
2024-11-01 13:33:59.999986	3916348.4483327703	5654405.182765449	803008.7678927061
2024-11-01 13:34:29.999984	3813126.645669251	5747242.219072657	622527.8595248064
2024-11-01 13:34:59.999982	3705781.0256622764	5833863.713397086	441371.84429673885
2024-11-01 13:35:29.999980	3594427.986473685	5914176.467390892	259737.2146320427
2024-11-01 13:36:00.000019	3479188.115319146	5988094.263985732	77820.71001870224
2024-11-01 13:36:30.000017	3360186.677229058	6055537.572764037	-104179.92502962601
2024-11-01 13:37:00.000015	3237552.548026749	6116434.230104708	-286067.6237139416
2024-11-01 13:37:30.000013	3111418.6834132224	6170719.11090917	-467645.23957686883
2024-11-01 13:38:00.000012	2981921.8184893145	6218334.300673334	-648716.0083836061
2024-11-01 13:38:30.000010	2849202.315032804	6259229.155721727	-829083.7655155378
2024-11-01 13:39:00.000008	2713404.0047728787	6293360.354982446	-1008553.1624145292
2024-11-01 13:39:30.000006	2574674.028867655	6320691.943262038	-1186929.8818113506
2024-11-01 13:40:00.000004	2433162.673811718	6341195.3659883095	-1364020.8514532705
2024-11-01 13:40:30.000003	2289023.2039954737	6354849.495407876	-1539634.4560640007
2024-11-01 13:41:00.000001	2142411.6911417707	6361640.648238777	-1713580.7472737883
2024-11-01 13:41:29.999999	1993486.8408542902	6361562.594792131	-1885671.6512561836
2024-11-01 13:41:59.999997	1842409.8165090892	6354616.559591872	-2055721.1738213163
2024-11-01 13:42:29.999996	1689344.0607209555	6340811.213534468	-2223545.6027235985
2024-11-01 13:42:59.999994	1534455.1146317504	6320162.657644855	-2388963.7069335217
2024-11-01 13:43:29.999992	1377910.4352408126	6292694.398496163	-2551796.9326617178
2024-11-01 13:43:59.999990	1219879.2110315927	6258437.315375656	-2711869.595893878
2024-11-01 13:44:29.999988	1060532.1761131806	6217429.619287532	-2869009.0712417397
2024-11-01 13:44:59.999987	900041.4231249065	6169716.803898719	-3023045.9768912215
2024-11-01 13:45:29.999985	738580.215126122	6115351.588540434	-3173814.3554633777
2024-11-01 13:45:59.999983	576322.7967066424	6054393.853391371	-3321151.8505971064
2024-11-01 13:46:29.999981	413444.2045396643	5986910.566974919	-3464899.8790825736
2024-11-01 13:47:00.000020	250119.85834931268	5912975.602669055	-3604903.9835574594
2024-11-01 13:47:30.000018	86526.24779262392	5832670.056561355	-3741013.2492031613
2024-11-01 13:48:00.000016	-77160.57189329118	5746081.557686761	-3873081.58843022
2024-11-01 13:48:30.000014	-240764.29356010794	5653304.554365292	-4000967.137351205
2024-11-01 13:49:00.000013	-404108.76588790986	5554440.1107087005	-4124532.5936719356
2024-11-01 13:49:30.000011	-567018.1816421832	5449595.79123993	-4243645.358985069
2024-11-01 13:50:00.000009	-729317.2650179026	5338885.538964652	-4358177.675653419
2024-11-01 13:50:30.000007	-890831.4578902784	5222429.54707209	-4468006.758190097
2024-11-01 13:51:00.000005	-1051387.1047858892	5100354.1244520815	-4573014.919042208
2024-11-01 13:51:30.000004	-1210811.6364008817	4972791.55521265	-4673089.688698188
2024-11-01 13:52:00.000002	-1368933.7514897936	4839879.952390822	-4768123.930040931
2024-11-01 13:52:30.000000	-1525583.5969656836	4701763.10604184	-4858015.946883908
2024-11-01 13:52:59.999998	-1680592.9460474486	4558590.325900786	-4942669.586627645
2024-11-01 13:53:29.999996	-1833795.3743061519	4410516.278801813	-5021994.336986927
2024-11-01 13:53:59.999995	-1985026.43345543	4257700.821050788	-5095905.416738199
2024-11-01 13:54:29.999993	-2134123.82274497	4100308.825939227	-5164323.860447727
2024-11-01 13:54:59.999991	-2280927.557824111	3938510.0065824813	-5227176.597147205
2024-11-01 13:55:29.999989	-2425280.136931927	3772478.7342800163	-5284396.522921021
2024-11-01 13:55:59.999987	-2567026.7042952883	3602393.8525730134	-5335922.567383682
2024-11-01 13:56:29.999986	-2706015.2106033685	3428438.4871909334	-5381699.75402172
2024-11-01 13:56:59.999984	-2842096.5704394975	3250799.8520685276	-5421679.2543820515
2024-11-01 13:57:29.999982	-2975124.816555636	3069669.051611425	-5455818.436091822
2024-11-01 13:57:59.999980	-3104957.250868999	2885240.879398873	-5484080.904694878
2024-11-01 13:58:30.000019	-3231454.7594306245	2697713.3600035287	-5506436.565306589
2024-11-01 13:59:00.000017	-3354481.2824063287	2507288.551268218	-5522861.540053735
2024-11-01 13:59:30.000015	-3473904.9727402953	2314170.824012132	-5533338.371245422
2024-11-01 14:00:00.000013	-3589597.649722957	2118567.650325276	-5537855.910510271
2024-11-01 14:00:30.000012	-3701435.103899438	1920689.1376468134	-5536409.363551231
2024-11-01 14:01:00.000010	-3809297.2261816915	1720747.8097539693	-5529000.29473869
2024-11-01 14:01:30.000008	-3913068.132949219	1518958.3854185103	-5515636.62548506
2024-11-01 14:02:00.000006	-4012636.2870405554	1315537.5549050218	-5496332.626402931
2024-11-01 14:02:30.000004	-4107894.6145424554	1110703.754476629	-5471108.903248639
2024-11-01 14:03:00.000003	-4198740.617281378	904676.9390772647	-5439992.376652612
2024-11-01 14:03:30.000001	-4285076.480893315	697678.3534289296	-5403016.255650829
2024-11-01 14:03:59.999999	-4366809.178431349	489930.3015969151	-5360220.005005315
2024-11-01 14:04:29.999997	-4443850.569350884	281655.9153452177	-5311649.306341646
2024-11-01 14:04:59.999996	-4516117.493814808	73078.92138116252	-5257356.013102125
2024-11-01 14:05:29.999994	-4583531.862210135	-135576.59229696658	-5197398.099330523
2024-11-01 14:05:59.999992	-4646020.739781879	-344086.4107633542	-5131839.6023024535
2024-11-01 14:06:29.999990	-4703516.426285683	-552226.4270358616	-5060750.559021966
2024-11-01 14:06:59.999988	-4755956.53056809	-759772.8772685889	-4984206.936602345
2024-11-01 14:07:29.999987	-4803284.0399770355	-966502.5760542573	-4902290.556558618
2024-11-01 14:07:59.999985	-4845447.384509745	-1172193.1516296598	-4815089.01304135
2024-11-01 14:08:29.999983	-4882400.495607263	-1376623.2807787678	-4722695.5850430485
2024-11-01 14:08:59.999981	-4914102.859503443	-1579572.9232101783	-4625209.142618568
2024-11-01 14:09:30.000020	-4940519.59690997	-1780823.8238520443	-4522733.906436504
2024-11-01 14:10:00.000018	-4961621.370588841	-1980158.6681529202	-4415379.898604529
2024-11-01 14:10:30.000016	-4977384.634469443	-2177362.933373311	-4303262.006417285
2024-11-01 14:11:00.000014	-4987791.515506795	-2372224.0363963926	-4186500.4083318207
2024-11-01 14:11:30.000013	-4992829.877508479	-2564531.8331655064	-4065220.3169344687
2024-11-01 14:12:00.000011	-4992493.340048915	-2754078.845112241	-3939551.8503953214
2024-11-01 14:12:30.000009	-4986781.291382032	-2940660.4834231427	-3809629.898381593
2024-11-01 14:13:00.000007	-4975698.895289322	-3124075.2708763597	-3675593.9825359457
2024-11-01 14:13:30.000005	-4959257.091805531	-3304125.0610146574	-3537588.111609048
2024-11-01 14:14:00.000004	-4937472.591770959	-3480615.2543789805	-3395760.6313711973
2024-11-01 14:14:30.000002	-4910367.865165363	-3653355.011552938	-3250264.069417506
2024-11-01 14:15:00.000000	-4877971.1231856	-3822157.4627539637	-3101254.974999601
2024-11-01 14:15:29.999998	-4840316.294037091	-3986839.9137073285	-2948893.7540252134
2024-11-01 14:15:59.999996	-4797442.992417027	-4147224.047540035	-2793344.4993758155
2024-11-01 14:16:29.999995	-4749396.4826759435	-4303136.122430989	-2634774.816703238
2024-11-01 14:16:59.999993	-4696227.635651714	-4454407.164759137	-2473355.645870791
2024-11-01 14:17:29.999991	-4637992.879182065	-4600873.157482773	-2309261.0782244485
2024-11-01 14:17:59.999989	-4574754.142310178	-4742375.223493025	-2142668.1698826747
2024-11-01 14:18:29.999987	-4506578.793204441	-4878759.803693376	-1973756.7512353533
2024-11-01 14:18:59.999986	-4433539.570830689	-5009878.829544194	-1802709.232870467
2024-11-01 14:19:29.999984	-4355714.5104189785	-5135589.889832846	-1629710.4081374616
2024-11-01 14:19:59.999982	-4273186.862782616	-5255756.391424542	-1454947.2525776601
2024-11-01 14:20:29.999980	-4186045.007552645	-5370247.713764623	-1278608.7204483382
2024-11-01 14:21:00.000019	-4094382.2344909892	-5478939.498724261	-1100885.2994005498
2024-11-01 14:21:30.000017	-3998297.1426084857	-5581713.216615356	-921969.7572130997
2024-11-01 14:22:00.000015	-3897892.797884601	-5678457.175447536	-742055.5006255002
2024-11-01 14:22:30.000013	-3793277.108854593	-5769066.057201689	-561337.3145570372
2024-11-01 14:23:00.000012	-3684562.590885282	-5853441.187523847	-380010.91041153646
2024-11-01 14:23:30.000010	-3571866.2449111543	-5931490.648258834	-198272.71048100464
2024-11-01 14:24:00.000008	-3455309.430852489	-6003129.382338554	-16319.631263854468
2024-11-01 14:24:30.000006	-3335017.7358667674	-6068279.290868785	165651.1340224933
2024-11-01 14:25:00.000004	-3211120.8375938893	-6126869.322271467	347442.3334533673
2024-11-01 14:25:30.000003	-3083752.362565134	-6178835.553352626	528856.8746490395
2024-11-01 14:26:00.000001	-2953049.7399497135	-6224121.262181216	709698.0429892647
2024-11-01 14:26:29.999999	-2819154.050833376	-6262676.992672908	889769.719493922
2024-11-01 14:26:59.999997	-2682209.8732186276	-6294460.610793235	1068876.598092664
2024-11-01 14:27:29.999996	-2542365.1229446856	-6319437.352306501	1246824.4020045106
2024-11-01 14:27:59.999994	-2399770.8907440817	-6337579.862008797	1423420.0989344881
2024-11-01 14:28:29.999992	-2254581.275642375	-6348868.2244025795	1598472.1148192298
2024-11-01 14:28:59.999990	-2106953.214924237	-6353289.985781777	1771790.545841378
2024-11-01 14:29:29.999988	-1957046.3108917389	-6350840.167712206	1943187.3684403505
2024-11-01 14:29:59.999987	-1805022.6546367465	-6341521.271906539	2112476.6470610555
2024-11-01 14:30:29.999985	-1651046.6470698928	-6325343.276507027	2279474.7393674413
2024-11-01 14:30:59.999983	-1495284.8174286585	-6302323.623803186	2444000.498680153
2024-11-01 14:31:29.999981	-1337905.6395138525	-6272487.199426273	2605875.4733764525
2024-11-01 14:32:00.000020	-1179079.1319852492	-6235866.249429156	2764924.3143516346
2024-11-01 14:32:30.000018	-1018977.5247475974	-6192500.5481736995	2920974.11819504
2024-11-01 14:33:00.000016	-857773.791421778	-6142437.057577719	3073855.8962371657
2024-11-01 14:33:30.000014	-695642.3091927291	-6085730.06029298	3223403.902231074
2024-11-01 14:34:00.000013	-532758.4551645484	-6022441.05277844	3369456.0283799423
2024-11-01 14:34:30.000011	-369298.4139400908	-5952638.674932479	3511853.9817730943
2024-11-01 14:35:00.000009	-205438.98458572535	-5876398.631836452	3650443.4562782943
2024-11-01 14:35:30.000007	-41357.38721311396	-5793803.60774303	3785074.2997093485
2024-11-01 14:36:00.000005	122768.93059458354	-5704943.172451262	3915600.6760984813
2024-11-01 14:36:30.000004	286762.4872807276	-5609913.6802223055	4041881.2229071218
2024-11-01 14:37:00.000002	450445.96052798757	-5508818.161388092	4163779.203031968
2024-11-01 14:37:30.000000	613642.3799551321	-5401766.206825221	4281162.651453076
2024-11-01 14:37:59.999998	776175.3191011178	-5288873.845456063	4393904.5164023
2024-11-01 14:38:29.999996	937869.0864709439	-5170263.414964542	4501882.794915021
2024-11-01 14:38:59.999995	1098548.915458095	-5046063.425896684	4604980.662662393
2024-11-01 14:39:29.999993	1258041.152933849	-4916408.419338965	4703086.597949263
2024-11-01 14:39:59.999991	1416173.44631639	-4781438.818359972	4796094.499783354
2024-11-01 14:40:29.999989	1572774.9289291673	-4641300.773409779	4883903.799923929
2024-11-01 14:40:59.999987	1727676.4034702906	-4496146.001868485	4966419.568830161
2024-11-01 14:41:29.999986	1880710.5234149522	-4346131.6219408475	5043552.615433697
2024-11-01 14:41:59.999984	2031711.9721755197	-4191419.9810986375	5115219.58066599
2024-11-01 14:42:29.999982	2180517.639857504	-4032178.4792655134	5181343.0246823365
2024-11-01 14:42:59.999980	2326966.79744823	-3868579.3869452933	5241851.50772705
2024-11-01 14:43:30.000019	2470901.4595540855	-3700799.4307639217	5296679.734284536
2024-11-01 14:44:00.000017	2612165.7842030823	-3529020.5077791177	5345768.334575551
2024-11-01 14:44:30.000015	2750607.396904636	-3353428.1392205195	5389064.367376151
2024-11-01 14:45:00.000013	2886076.7772981804	-3174212.165116117	5426521.073177409
2024-11-01 14:45:30.000012	3018427.612988315	-2991566.3179051084	5458097.999985562
2024-11-01 14:46:00.000010	3147516.9551800317	-2805688.0144484807	5483761.045194087
2024-11-01 14:46:30.000008	3273205.3707368	-2616778.14438657	5503482.490861168
2024-11-01 14:47:00.000006	3395357.090525922	-2425040.8550522323	5517241.032374602
2024-11-01 14:47:30.000004	3513840.153940489	-2230683.3331146967	5525021.8004924655
2024-11-01 14:48:00.000003	3628526.549433342	-2033915.5832186677	5526816.376745193
2024-11-01 14:48:30.000001	3739292.351000032	-1834950.2037263522	5522622.802197755
2024-11-01 14:48:59.999999	3846017.850440778	-1634002.1598431468	5512445.5795620615
2024-11-01 14:49:29.999997	3948587.6853038897	-1431288.5542992475	5496295.668661292
2024-11-01 14:49:59.999996	4046890.9623956815	-1227028.395787893	5474190.475246658
2024-11-01 14:50:29.999994	4140821.3767334647	-1021442.365383875	5446153.833172584
2024-11-01 14:50:59.999992	4230277.32584999	-814752.581104247	5412215.979931965
2024-11-01 14:51:29.999990	4315162.019298286	-607182.3609068493	5372413.525573386
2024-11-01 14:51:59.999988	4395383.58329238	-398955.98424080736	5326789.415001572
2024-11-01 14:52:29.999987	4470855.160345246	-190298.4524289168	5275392.8836868955
2024-11-01 14:52:59.999985	4541495.00380879	18564.751925422577	5218279.40680193
2024-11-01 14:53:29.999983	4607226.567209828	227407.9062853265	5155510.641809744
2024-11-01 14:53:59.999981	4667978.58827568	436005.29004843836	5087154.36453605
2024-11-01 14:54:30.000020	4723685.238850493	644131.7054260895	5013284.296025299
2024-11-01 14:55:00.000018	4774285.905926777	851561.6037857181	4933980.429371799
2024-11-01 14:55:30.000016	4819725.707522033	1058071.0028998232	4849328.351894367
2024-11-01 14:56:00.000014	4859955.248781153	1263436.6111509178	4759419.544524856
2024-11-01 14:56:30.000013	4894930.75609593	1467436.3480476788	4664351.1905159885
2024-11-01 14:57:00.000011	4924614.127237954	1669849.5843527417	4564226.073309403
2024-11-01 14:57:30.000009	4948972.975529894	1870457.3810733731	4459152.468239613
2024-11-01 14:58:00.000007	4967980.66797366	2069042.7270554674	4349244.028152852
2024-11-01 14:58:30.000005	4981616.357259326	2265390.7749154516	4234619.663030114
2024-11-01 14:59:00.000004	4989865.007586096	2459289.075066125	4115403.4136983226
2024-11-01 14:59:30.000002	4992717.414228618	2650527.8075594557	3991724.319737382
2024-11-01 15:00:00.000000	4990170.216790005	2838900.011483426	3863716.2816916513
