Date and Time	                  X, km	                    Y, km	                  Z, km
2024-11-01 14:10:00.000018	-4465625.264028808	221747.1960013196	-5296273.519948933
2024-11-01 14:10:30.000016	-4536534.142219348	13144.941342170701	-5240310.66557681
2024-11-01 14:11:00.000014	-4602568.510500009	-195471.43415363654	-5178701.538223806
2024-11-01 14:11:30.000013	-4663656.901250729	-403877.74979026645	-5111511.941498284
2024-11-01 14:12:00.000011	-4719733.1037069	-611850.0002679498	-5038813.658609134
2024-11-01 14:12:30.000009	-4770736.2370950105	-819164.5908928523	-4960684.380962656
2024-11-01 14:13:00.000007	-4816610.818573198	-1025598.5728443245	-4877207.6306778155
2024-11-01 14:13:30.000005	-4857306.8258817615	-1230929.8782842995	-4788472.677052657
2024-11-01 14:14:00.000004	-4892779.754612487	-1434937.55509743	-4694574.447016939
2024-11-01 14:14:30.000002	-4922990.670008014	-1637402.0010503386	-4595613.429608612
2024-11-01 14:15:00.000000	-4947906.253201144	-1838105.1971387016	-4491695.574523748
2024-11-01 14:15:29.999998	-4967498.841809811	-2036830.939900661	-4382932.184789644
2024-11-01 14:15:59.999996	-4981746.46480416	-2233365.072459142	-4269439.803622333
2024-11-01 14:16:29.999995	-4990632.871567099	-2427495.714063099	-4151340.095530724
2024-11-01 14:16:59.999993	-4994147.555071987	-2619013.4878853476	-4028759.721740486
2024-11-01 14:17:29.999991	-4992285.769105785	-2807711.7468240024	-3901830.210023208
2024-11-01 14:17:59.999989	-4985048.5394713925	-2993386.7970697973	-3770687.8190128785
2024-11-01 14:18:29.999987	-4972442.6691072825	-3175838.1191780753	-3635473.397112255
2024-11-01 14:18:59.999986	-4954480.737068686	-3354868.5863953577	-3496332.236091519
2024-11-01 14:19:29.999984	-4931181.091320679	-3530284.6799786044	-3353413.919496753
2024-11-01 14:19:59.999982	-4902567.835300453	-3701896.7012479273	-3206872.1659919564
2024-11-01 14:20:29.999980	-4868670.8082128605	-3869518.980111987	-3056864.667767236
2024-11-01 14:21:00.000019	-4829525.503032524	-4032970.2961283047	-2903552.7164100655
2024-11-01 14:21:30.000017	-4785173.251234985	-4192073.2079203306	-2747101.85878829
2024-11-01 14:22:00.000015	-4735660.869088824	-4346655.565121977	-2587680.487587978
2024-11-01 14:22:30.000013	-4681040.815702069	-4496549.817465052	-2425460.4797741356
2024-11-01 14:23:00.000012	-4621371.092749734	-4641593.423760204	-2260616.8092570105
2024-11-01 14:23:30.000010	-4556715.186885151	-4781629.033740104	-2093327.3590588414
2024-11-01 14:24:00.000008	-4487142.005875407	-4916504.664551145	-1923772.7297561432
2024-11-01 14:24:30.000006	-4412725.808498052	-5046073.871644359	-1752136.0444071416
2024-11-01 14:25:00.000004	-4333546.128247583	-5170195.913819697	-1578602.7501850624
2024-11-01 14:25:30.000003	-4249687.690909299	-5288735.912186781	-1403360.4169424132
2024-11-01 14:26:00.000001	-4161240.326069327	-5401565.002810039	-1226598.5329409188
2024-11-01 14:26:29.999999	-4068298.8726448216	-5508560.482808593	-1048508.297998045
2024-11-01 14:26:59.999997	-3970963.078519713	-5609605.949702516	-869282.4142882834
2024-11-01 14:27:29.999996	-3869337.4943922213	-5704591.433791718	-689114.8750649788
2024-11-01 14:27:59.999994	-3763531.3619448985	-5793413.523372608	-508200.7515612393
2024-11-01 14:28:29.999992	-3653658.4964620103	-5875975.482603756	-326735.9783405985
2024-11-01 14:28:59.999990	-3539837.1640236657	-5952187.361847723	-144917.13736301672
2024-11-01 14:29:29.999988	-3422189.9534281287	-6021966.100318874	37058.758945070374
2024-11-01 14:29:59.999987	-3300843.642987576	-6085235.620891414	218994.48535041802
2024-11-01 14:30:29.999985	-3175929.0623641005	-6141926.916924948	400692.8219142013
2024-11-01 14:30:59.999983	-3047580.9496203507	-6191978.1309808735	581956.7722477237
2024-11-01 14:31:29.999981	-2915937.8036625613	-6235334.625319084	762589.7816429455
2024-11-01 14:32:00.000020	-2781141.549436944	-6271949.088641236	942396.1952935146
2024-11-01 14:32:30.000018	-2643338.1090998086	-6301781.402489811	1121180.511828605
2024-11-01 14:33:00.000016	-2502676.1568563115	-6324798.981253814	1298749.046584372
2024-11-01 14:33:30.000014	-2359307.674032165	-6340976.603418488	1474909.1804263443
2024-11-01 14:34:00.000013	-2213387.602766299	-6350296.493406304	1649469.8147358543
2024-11-01 14:34:30.000011	-2065073.6750220775	-6352748.3411903875	1822241.5828543468
2024-11-01 14:35:00.000009	-1914526.2384541393	-6348329.3133026315	1993037.0594463844
2024-11-01 14:35:30.000007	-1761908.0793606553	-6337044.055239998	2161670.9675167794
2024-11-01 14:36:00.000005	-1607384.2429482818	-6318904.685286237	2327960.3828289453
2024-11-01 14:36:30.000004	-1451121.851156368	-6293930.779781001	2491724.935459455
2024-11-01 14:37:00.000002	-1293289.9182623765	-6262149.349880115	2652787.0082594147
2024-11-01 14:37:30.000000	-1134059.164525357	-6223594.809867548	2810971.9319645683
2024-11-01 14:37:59.999998	-973601.8280867201	-6178308.937086808	2966108.176744062
2024-11-01 14:38:29.999996	-812091.475387508	-6126340.823579106	3118027.5399445305
2024-11-01 14:38:59.999995	-649702.8103236792	-6067746.819519663	3266565.329832349
2024-11-01 14:39:29.999993	-486611.482389049	-6002590.468561482	3411560.545116655
2024-11-01 14:39:59.999991	-322993.8940340844	-5930942.43520147	3552856.0500638317
2024-11-01 14:40:29.999989	-159027.00747784408	-5852880.424297066	3690298.745012583
2024-11-01 14:40:59.999987	5111.848794550394	-5768489.092870771	3823739.7321107867
2024-11-01 14:41:29.999986	169245.17363140057	-5677859.954342591	3953034.47611389
2024-11-01 14:41:59.999984	333195.4866733247	-5581091.2753496645	4078042.9600747633
2024-11-01 14:42:29.999982	496785.5214597692	-5478287.9653097	4198629.835782557
2024-11-01 14:42:59.999980	659838.4179702437	-5369561.458892674	4314664.568812469
2024-11-01 14:43:30.000019	822178.1315338325	-5255029.434144244	4426021.724196775
2024-11-01 14:44:00.000017	983628.7536658884	-5134816.303517145	4532580.509193849
2024-11-01 14:44:30.000015	1144016.0082869402	-5009052.154290042	4634225.797700725
2024-11-01 14:45:00.000013	1303166.567831535	-4877873.211260591	4730847.64868344
2024-11-01 14:45:30.000012	1460908.4581039313	-4741421.536724278	4822341.574989233
2024-11-01 14:46:00.000010	1617071.2431396588	-4599844.874200342	4908608.653608513
2024-11-01 14:46:30.000008	1771486.2081260816	-4453296.486364884	4989555.629813469
2024-11-01 14:47:00.000006	1923986.5402043264	-4301934.987390275	5065095.015099594
2024-11-01 14:47:30.000004	2074407.5069883233	-4145924.169883175	5135145.178867636
2024-11-01 14:48:00.000003	2222586.63262477	-3985432.8266314142	5199630.433781593
2024-11-01 14:48:30.000001	2368363.8712474094	-3820634.5673460104	5258481.114756817
2024-11-01 14:48:59.999999	2511581.777656066	-3651707.630613176	5311633.651524735
2024-11-01 14:49:29.999997	2652085.6750831516	-3478834.691242153	5359030.634738832
2024-11-01 14:49:59.999996	2789723.8198855733	-3302202.6632267963	5400620.875579377
2024-11-01 14:50:29.999994	2924347.563035986	-3122002.498501963	5436359.458831368
2024-11-01 14:50:59.999992	3055811.5082568363	-2938428.981716882	5466207.789402478
2024-11-01 14:51:29.999990	3183973.6666766317	-2751680.5212074313	5490133.632262493
2024-11-01 14:51:59.999988	3308695.607863977	-2561958.936384233	5508111.145781625
2024-11-01 14:52:29.999987	3429842.607135109	-2369469.2416995587	5520120.908455412
2024-11-01 14:52:59.999985	3547283.7889468614	-2174419.4274889175	5526149.93899572
2024-11-01 14:53:29.999983	3660892.2663445724	-1977020.2377446303	5526191.709790636
2024-11-01 14:53:59.999981	3770545.276261273	-1777484.9451489	5520246.153715721
2024-11-01 14:54:30.000020	3876124.449398422	-1576028.852142892	5508319.644298642
2024-11-01 14:55:00.000018	3977515.376015033	-1372870.1442967225	5490425.061244059
2024-11-01 14:55:30.000016	4074608.577959411	-1168228.0367046974	5466581.681310392
2024-11-01 14:56:00.000014	4167299.0543118077	-962323.6183527543	5436815.214513602
2024-11-01 14:56:30.000013	4255486.538716909	-755379.3472883604	5401157.765734335
2024-11-01 14:57:00.000011	4339075.607526456	-547618.8132417259	5359647.801700722
2024-11-01 14:57:30.000009	4417975.783054551	-339266.4988417701	5312330.111356726
2024-11-01 14:58:00.000007	4492101.631794741	-130547.53973663239	5259255.759647669
2024-11-01 14:58:30.000005	4561372.857511051	78312.51620448641	5200482.034739043
2024-11-01 14:59:00.000004	4625714.389092606	287087.95037297846	5136072.388697469
2024-11-01 14:59:30.000002	4685056.463071231	495553.1153669272	5066096.371663417
2024-11-01 15:00:00.000000	4739334.7007005615	703482.6771717097	4990629.559551372
