Date and Time, UTC	        R.A., deg	          Dec, deg	        Az, deg	        Elev, deg	          MJD
2024-11-01 13:23:59.999981	176.75282755818964	74.40436333485374	-13.997639262755811	15.7170278459792	60615.558333333116
2024-11-01 13:24:30.000020	175.2765423727696	77.59857432082478	-11.041885154659784	17.239398401150694	60615.55868055578
2024-11-01 13:25:00.000018	172.1404009525743	80.93793930965707	-7.844235677108274	18.74339530548284	60615.559027777985
2024-11-01 13:25:30.000016	164.1084093105849	84.36390013730956	-4.388493595273644	20.210128275255624	60615.559375000186
2024-11-01 13:26:00.000014	131.09445125665363	87.42694159452721	-0.6620900501082098	21.61633617674905	60615.55972222239
2024-11-01 13:26:30.000013	47.786900994374975	86.71636898116859	3.3416602288128896	22.934429549476835	60615.56006944459
2024-11-01 13:27:00.000011	25.79626496055012	83.04552185122633	7.620917084728209	24.133074149078553	60615.56041666679
2024-11-01 13:27:30.000009	19.60792617365304	78.89833377901206	12.162582413858411	25.178495450618822	60615.56076388899
2024-11-01 13:28:00.000007	17.052056394523767	74.54798626496455	16.93999068055371	26.03659538529032	60615.561111111194
2024-11-01 13:28:30.000005	15.846434336199136	70.06560826806306	21.91171633574285	26.67579572164971	60615.561458333395
2024-11-01 13:29:00.000004	15.286347586315417	65.49748920376061	27.022202773883222	27.07027667617687	60615.5618055556
2024-11-01 13:29:30.000002	15.085395729717243	60.88621015214066	32.20464022933994	27.203042896747228	60615.5621527778
2024-11-01 13:30:00.000000	15.105760072637858	56.273824034723035	37.3859500808737	27.068141158926633	60615.5625
2024-11-01 13:30:29.999998	15.273079966682895	51.70119688823409	42.4930551750023	26.671472249711165	60615.5628472222
2024-11-01 13:30:59.999996	15.543777381254632	47.20635851318427	47.45914973267585	26.029980098775802	60615.5631944444
2024-11-01 13:31:29.999995	15.89067077914144	42.8228251232659	52.228682599934444	25.169435108784327	60615.563541666605
2024-11-01 13:31:59.999993	16.29596244459778	38.57833588902444	56.760233825223914	24.121369192047165	60615.563888888806
2024-11-01 13:32:29.999991	16.747539772805624	34.49418813672972	61.027142365366295	22.919838056801616	60615.56423611101
2024-11-01 13:32:59.999989	17.236897736632987	30.585179762720077	65.01631263769455	21.59857849115476	60615.56458333321
2024-11-01 13:33:29.999987	17.757910301168526	26.860051826728768	68.72590459375375	20.18889198470845	60615.56493055541
2024-11-01 13:33:59.999986	18.306072004719407	23.32226892990535	72.16260111039358	18.718340244947996	60615.56527777761
2024-11-01 13:34:29.999984	18.878012423471834	19.970970395326095	75.33896630153721	17.210161392510887	60615.565624999814
2024-11-01 13:34:59.999982	19.471175463283558	16.801953321713953	78.27118675434373	15.683229016239652	60615.565972222015
2024-11-01 15:24:29.999993	234.770526544724	47.968626548715	-44.17794936400391	16.246611421033467	60615.642013888806
2024-11-01 15:24:59.999991	238.40339968462177	48.57633547797266	-44.27678073656925	18.65684485331552	60615.64236111101
2024-11-01 15:25:29.999989	242.39600744968882	49.09428090226374	-44.40215063645064	21.251504147561043	60615.64270833321
2024-11-01 15:25:59.999987	246.78932017092578	49.490679883440066	-44.56018002839117	24.058921947357984	60615.64305555541
2024-11-01 15:26:29.999986	251.62152976524925	49.72405072007044	-44.75917098324854	27.112166286730837	60615.64340277761
2024-11-01 15:26:59.999984	256.9224339066984	49.741177621863635	-45.01066972358289	30.449484692514606	60615.643749999814
2024-11-01 15:27:29.999982	262.70548853850954	49.475483690164545	-45.3312178102665	34.11442375961256	60615.644097222015
2024-11-01 15:27:59.999980	268.95808108171366	48.84661791281885	-45.745372886674765	38.15526443534888	60615.64444444422
2024-11-01 15:28:30.000019	275.6320006128423	47.76243811285116	-46.2912180159575	42.62318489656666	60615.644791666884
2024-11-01 15:29:00.000017	282.6376561794105	46.124796625895314	-47.03111596268797	47.5682008049496	60615.645138889086
2024-11-01 15:29:30.000015	289.8464381333913	43.84025991973928	-48.07462233190849	53.031686598543466	60615.64548611129
2024-11-01 15:30:00.000013	297.10345132407576	40.83598927139069	-49.633123093913184	59.03364554267706	60615.64583333349
2024-11-01 15:30:30.000012	304.24867705310044	37.0792135644088	-52.17200975339314	65.55198711729626	60615.64618055569
2024-11-01 15:31:00.000010	311.13987900644406	32.596341425537055	-56.9416909075202	72.48337782482426	60615.64652777789
2024-11-01 15:31:30.000008	317.6695948789502	27.485191316322936	-68.61257891843515	79.50844290555413	60615.64687500009
2024-11-01 15:32:00.000006	323.7719294040926	21.912734519054638	-113.83225037038844	84.88681808353671	60615.647222222295
2024-11-01 15:32:30.000004	329.41983558110246	16.093937605757066	176.66572911851407	82.02094085966166	60615.647569444496
2024-11-01 15:33:00.000003	334.61670666553596	10.255704504375473	158.08761324504465	75.2170542845024	60615.6479166667
2024-11-01 15:33:30.000001	339.38638763566786	4.598684096059907	151.62712880982613	68.20054950543398	60615.6482638889
2024-11-01 15:33:59.999999	343.7643125926256	-0.7289727449766709	148.44970276869904	61.51904795434958	60615.6486111111
2024-11-01 15:34:29.999997	347.79086783081414	-5.639484290295565	146.57956796406182	55.32832315706221	60615.6489583333
2024-11-01 15:34:59.999996	351.5070098023934	-10.098170508713661	145.3554060313649	49.673935245002205	60615.649305555504
2024-11-01 15:35:29.999994	354.95169157862375	-14.1089125333296	144.49608484156002	44.548204169086624	60615.649652777705
2024-11-01 15:35:59.999992	358.1605583690292	-17.699172997237106	143.86232146224046	39.915694865137105	60615.64999999991
2024-11-01 15:36:29.999990	1.165452378949211	-20.908111966598533	143.37737342057235	35.72842829169355	60615.65034722211
