Date and Time, UTC	        R.A., deg	          Dec, deg	        Az, deg	        Elev, deg	          MJD
2024-11-20 15:00:59.999996	315.41143397358036	-46.192071998750244	-162.69606175228625	16.37113585020809	60634.6256944444
2024-11-20 15:01:29.999995	322.7232103489488	-43.125688874964034	-166.66472797079135	20.99386575043003	60634.626041666605
2024-11-20 15:01:59.999993	331.46715820439215	-38.64731650608925	-172.53322653045726	26.7958414517963	60634.626388888806
2024-11-20 15:02:29.999991	341.90817848335	-31.902556398538675	178.18236956061278	34.02390026492725	60634.62673611101
2024-11-20 15:02:59.999989	354.09607314026886	-21.8683665353916	162.57901298232804	42.15327029846315	60634.62708333321
2024-11-20 15:03:29.999987	7.613684420208795	-8.355890590967054	137.33569301201476	48.08769568347199	60634.62743055541
2024-11-20 15:03:59.999986	21.494346653874477	6.36933873247775	107.41092013474358	46.91276494604166	60634.62777777761
2024-11-20 15:04:29.999984	34.58006880549192	18.74781792682189	85.04280694563198	39.78624628192717	60634.628124999814
2024-11-20 15:04:59.999982	46.07300266371547	27.30859895765089	71.65270384528647	31.725461208100292	60634.628472222015
2024-11-20 15:05:29.999980	55.73851581725289	32.68637914445471	63.584174658702345	24.890431838486975	60634.62881944422
2024-11-20 15:06:00.000019	63.72606639585286	35.94565124760058	58.38913115839641	19.447295850905196	60634.629166666884
2024-11-20 15:06:30.000017	70.32708733600049	37.88318305576568	54.823553883367246	15.092988025411122	60634.629513889086
