Date and Time, UTC	                R.A., deg	             Dec, deg	           Az, deg	            Elev, deg
2024-11-01 14:14:50.000014	-99.38748337876429	13.347126095795923	93.94111863470758	42.72401179358555
2024-11-01 14:15:00.000000	-97.84375415888186	18.91217742599296	87.17394755534482	45.82366081634874
2024-11-01 14:15:09.999986	-96.0866659152216	24.968208326808977	78.94219384310672	48.657001590076355
2024-11-01 14:15:20.000012	-94.05373681918734	31.435707770787825	69.166299840983	50.92824005615631
2024-11-01 14:15:29.999998	-91.65707289593935	38.17839192788242	58.079703833360185	52.31265877132277
2024-11-01 14:15:39.999984	-88.7698708819104	45.00995928755345	46.33849720447996	52.56466988272461
2024-11-01 14:15:50.000010	-85.2044980177102	51.7144846059453	34.86844935192369	51.63429776125929
2024-11-01 14:15:59.999996	-80.67671679358963	58.07325686836566	24.47874236028329	49.694462265151635
2024-11-01 14:16:09.999982	-74.74947455572818	63.884734011478095	15.581443325721498	47.05186525840275
2024-11-01 14:16:20.000009	-66.75974724815896	68.9648694393739	8.208642827236789	44.02457046345398
2024-11-01 14:16:29.999995	-55.793473251492465	73.12478303934336	2.1830887729033246	40.8664779698492
