spkid a e i om w ma epoch diameter spec_B
2001592 2.765908926 0.305639891 13.53739967 106.1351886 178.090515 338.3236205 2459000.5 13.855 X
2001604 3.022551534 0.10245726 9.396652747 309.0810484 38.07577078 186.9549661 2459000.5 32.33 Xc
2001638 2.750616677 0.187601517 0.292733563 200.5525926 86.43871207 204.0352854 2459000.5 19.094 X
2001653 2.609333497 0.32352777 4.070614492 303.985746 88.83527535 198.4286745 2459000.5 9.01 X
2001715 2.398450324 0.241186052 11.47022873 38.93674835 209.3315477 4.152146598 2459000.5 24.165 X
2001730 2.785056082 0.222313012 9.488408875 171.152336 226.5505703 357.5223048 2459000.5 15.203 Xe
2001847 2.610064771 0.020668963 11.14493296 106.8661677 137.4725611 157.2721625 2459000.5 17.427 Xc
2001860 2.568021282 0.201113662 9.919698341 132.8543414 162.1386819 190.6023662 2459000.5 16.8 X
2001891 2.706815208 0.068551699 11.50711176 321.8589697 10.84945111 160.1922443 2459000.5 11.588 X
2001998 2.419393564 0.063467108 7.624345313 351.7433181 246.7651491 237.0208771 2459000.5 14.242 Xc
2002001 1.933237725 0.09878627 22.68280874 357.0585225 217.7343216 157.2266084 2459000.5 3.975 Xe
2002035 1.883864441 0.13150249 27.75078883 77.03325757 200.6190602 79.07098809 2459000.5 4.824 Xe
2002065 2.697926761 0.234128308 6.435574217 328.0808572 66.22456518 213.3330012 2459000.5 16.721 Xc
2002073 2.717922892 0.111432796 2.963046822 85.03326353 0.155238526 178.9021023 2459000.5 9.754 X
2002086 2.402046987 0.110544994 6.486994224 135.1277569 296.1215789 257.2477726 2459000.5 6.096 Xc
2002100 0.83204761 0.436542644 15.75298265 170.8036963 356.0511815 171.7620974 2459000.5 2.3 Xc
2002194 2.327335145 0.042608805 8.523591404 47.11435955 102.7762041 246.7797404 2459000.5 9.02 Xc
2002204 2.593451019 0.405368575 20.57716507 160.0472998 283.8635822 226.2259226 2459000.5 25.16 X
2002306 2.733600905 0.063933312 4.231070446 236.7043455 101.9020463 321.850795 2459000.5 19.36 X
2002349 2.768297078 0.120324184 17.48953482 133.1290385 218.1148409 262.8142944 2459000.5 18.801 Xc
2002390 2.621018579 0.144111931 10.32882549 325.7937412 355.1990765 148.7039756 2459000.5 22.81 X
2002507 2.780640884 0.081470918 10.32017082 129.9392928 99.95353594 298.3196653 2459000.5 16.193 Xe
2002559 2.787155617 0.154690149 8.887419444 350.2140645 87.81645411 68.99307631 2459000.5 20.884 Xk
2002560 2.752523972 0.033776692 5.938726653 148.3541244 282.4269244 211.399714 2459000.5 17.976 Xc
2002567 2.738098701 0.141935691 8.916668984 142.5736766 191.14175 322.4380507 2459000.5 15.938 Xc
2002582 3.202882781 0.064903434 18.12241168 56.25107331 234.3488168 20.33715785 2459000.5 28.87 Xc
2002606 2.759161756 0.264170747 12.44903662 197.3079926 353.1023836 223.0316953 2459000.5 15.91 Xk
2002681 2.746561933 0.192326777 3.975758142 66.74450444 61.57805888 196.7152196 2459000.5 13.297 Xk
2002736 2.290251234 0.085337057 7.460780117 255.4945693 65.08697539 277.4724585 2459000.5 3.976 Xc
2002861 2.47119237 0.07197098 4.042611441 188.4537952 226.307965 312.9156672 2459000.5 16.576 Xc
2002879 2.769013558 0.141368739 10.71715297 149.2411464 25.26895256 47.83085833 2459000.5 21.762 X
2002906 3.166196739 0.103820359 30.68343083 84.41034778 296.6120445 318.2284087 2459000.5 58.678 Xc
2002996 2.781912642 0.031578612 3.662036314 334.2960256 300.8411017 137.7499174 2459000.5 20.381 Xc
2003007 2.368686659 0.132880964 8.332274003 68.79854967 252.6844485 114.4077386 2459000.5 11.468 X
2003103 1.404234015 0.35414918 20.9308809 129.7524667 254.0818905 76.28541812 2459000.5 1.5 Xe
2003169 1.89218063 0.066634297 24.90646425 96.37221105 32.67286892 139.1375647 2459000.5 4.662 Xe
2003214 3.010772074 0.060837957 11.5109281 100.2130675 154.9352785 112.1953427 2459000.5 18.442 Xc
2003224 2.782457476 0.167393751 4.318052848 227.8424093 3.940305666 196.1748429 2459000.5 24.9 X
2003256 2.777452543 0.099084584 7.837695859 174.2804501 267.9962011 66.57444608 2459000.5 20.551 X
2003262 3.008537353 0.066483035 9.457711182 72.90592653 59.50733169 296.4331558 2459000.5 22.627 X
2003367 2.784345309 0.068498258 5.319597808 258.1652182 236.871938 33.04131875 2459000.5 9.607 X
2003406 2.79662899 0.13126825 8.358908187 269.8347181 310.3875898 292.7948438 2459000.5 16.058 X
2003440 2.80424435 0.055316771 7.540819775 171.1244992 145.1775449 181.5939272 2459000.5 10.588 X
2003533 2.219940819 0.117455846 4.868243289 197.1609358 237.9092706 26.05380073 2459000.5 0 Xk
2003567 2.785312915 0.312668227 6.823723065 270.9823297 138.1852322 90.12383645 2459000.5 14.531 Xc
2003575 2.749548595 0.122498929 7.758292374 71.19877852 158.5953554 292.7596137 2459000.5 11.735 X
2003670 2.741304174 0.01610762 6.448365256 107.0032715 146.8974952 330.165894 2459000.5 18.894 X
2003686 2.742742307 0.146440023 5.723685819 134.5410674 79.56393121 67.112831 2459000.5 17.744 X
2003691 1.774496549 0.284195375 20.35824149 348.7468 234.9702621 37.97432954 2459000.5 4.3 Xc
2003704 2.410033117 0.050368381 5.893821354 233.6899732 37.49092477 260.3095492 2459000.5 9.576 Xk
2003730 2.726780313 0.161613542 6.941648678 305.2760063 42.59259564 120.1086259 2459000.5 26.996 Xk
2003759 2.719074977 0.118110865 13.05321967 292.8715741 165.9912036 45.82281003 2459000.5 32.15 X
2003762 2.274127552 0.079099835 1.458278509 163.8216251 188.6820941 270.2063174 2459000.5 3.898 X
2003865 2.397321846 0.079669027 6.554075617 214.4608444 32.45281378 109.7485157 2459000.5 7.972 Xc
2003958 2.46809323 0.208946723 4.824251208 11.62673871 29.25649654 47.72722845 2459000.5 6.084 Xc
2003976 2.758836719 0.071651218 12.71301608 222.4259748 102.8779938 304.478553 2459000.5 29.049 X
2003985 2.852989072 0.097846454 16.29442677 83.99004188 152.4754309 41.78125366 2459000.5 19.631 X
2004205 1.726478346 0.149247019 16.4822227 276.5321199 110.0807946 119.9682324 2459000.5 0 Xe
2004256 2.35130128 0.069717181 3.043271649 72.50307108 227.5108704 193.9269242 2459000.5 7.559 Xc
2004332 2.586176994 0.31477469 19.16503205 165.9639655 198.2416875 297.8620086 2459000.5 11.54 Xe
2004342 2.764721344 0.090578657 6.080565207 133.3629442 181.1549712 63.72048379 2459000.5 19.18 Xc
2004353 2.345481524 0.109370806 9.002901264 79.05673224 197.0390422 325.1334432 2459000.5 11.239 Xe
2004369 2.610890297 0.251549923 11.82903635 299.322614 76.7212897 311.683929 2459000.5 16.019 Xk
2004424 2.756543084 0.078911799 14.72414234 138.3853181 15.65224595 229.7655378 2459000.5 24.019 Xk
2004461 2.853165552 0.131151517 16.0253629 133.1729133 150.6348806 359.1600243 2459000.5 17.233 X
2004547 2.613418593 0.069622378 18.01495191 358.2865664 37.35978791 220.5394 2459000.5 33.036 X
2004548 2.285439912 0.063625187 8.282136495 26.21621197 201.2196014 234.3324574 2459000.5 5.22 Xc
2004660 1.488743085 0.360335928 1.432103476 314.4055513 158.0702675 41.94650303 2459000.5 0.33 Xe
2004701 2.703303079 0.140221963 3.674673524 104.6343314 288.0364102 208.4574746 2459000.5 14.462 Xe
2004750 2.183962635 0.090584638 4.90567357 294.9251722 140.353148 69.54806176 2459000.5 8.666 X
2004786 2.358033238 0.193444289 7.256664574 115.7623565 118.4227033 301.4603168 2459000.5 3.282 Xc
2004838 2.353186789 0.142824393 8.875800134 217.8039568 40.64933608 224.5755614 2459000.5 10.251 Xc
2004839 2.434317511 0.069735258 7.576175161 176.9706145 180.2827406 23.0480743 2459000.5 8.141 Xc
2004845 2.401294807 0.066749181 7.578906879 28.19422813 223.2818415 231.4955461 2459000.5 7.838 X
2004942 2.201235936 0.136178304 3.833825867 278.0862092 11.37024926 310.8503283 2459000.5 3.453 X
2005087 2.744801523 0.005440632 4.907463133 190.8894263 147.620995 84.75248819 2459000.5 13.132 X
2005103 2.749628788 0.013026583 4.89051528 185.7429431 116.327857 181.3529615 2459000.5 11.919 X
2005294 2.867234811 0.130286486 17.78076185 127.8921424 317.127313 52.29674572 2459000.5 12.655 X
2005467 2.808361522 0.169199676 8.754069657 339.0202719 141.3515532 309.4832466 2459000.5 10.351 X
2005576 2.759008589 0.072994772 5.615056547 30.84015438 69.59138168 38.6470621 2459000.5 24.332 Xk
2005588 2.787186023 0.138774046 12.35399936 93.6027256 254.4659245 160.012345 2459000.5 10.931 X
2005632 2.74337301 0.083427303 18.19497933 82.30951397 192.3992853 292.9230157 2459000.5 13.375 Xc
2005751 2.103979839 0.423474765 16.07356216 121.6660622 25.30520977 97.17949569 2459000.5 2.3 X
2006249 1.914342689 0.141992567 28.10782664 221.6879673 151.5443655 184.4339559 2459000.5 0 Xe
2007474 1.565655509 0.292079473 7.088236898 88.62406025 275.6128605 44.59185182 2459000.5 0 X
2010302 1.272206355 0.136402908 4.378247099 104.340157 183.3544004 188.5354319 2459000.5 0 X
2011785 2.780144466 0.067110957 7.715366062 65.51821041 83.34522204 45.15379593 2459000.5 15.113 Xc
2012281 2.73939183 0.013996924 6.356004729 119.0567024 145.6686363 346.5729335 2459000.5 15.985 X
2015817 1.324690065 0.118215659 13.87262819 162.4959613 94.31709882 25.56654068 2459000.5 0 Xc
2017274 2.734905617 0.553460499 5.569964029 305.7544743 21.30688185 140.4955216 2459000.5 3.183 Xk
2017511 1.189978887 0.358838054 9.582650846 355.9243691 202.3593541 235.8040999 2459000.5 0 X
2018514 2.571009569 0.472050659 24.89179683 175.4454544 263.1802212 249.6296485 2459000.5 0 Xc
2035396 1.44276308 0.483968826 4.098775032 213.7467255 102.9174478 81.81788592 2459000.5 0.704 Xk
2048603 1.917879893 0.429885175 5.024644851 328.2653982 81.76389397 229.1682359 2459000.5 0.844 X
2065803 1.644576707 0.383638336 3.407819057 73.20696104 319.3018682 311.5778279 2459000.5 0.78 Xk
2085990 1.008213935 0.311095599 5.359217734 124.3177466 235.5310287 194.7133766 2459000.5 0.451 Xk
2086450 0.968168653 0.41482907 18.10824878 124.8642476 215.6107134 220.3221844 2459000.5 0 Xk
2137805 0.829380434 0.55832295 16.74635667 349.553312 292.849008 162.7583602 2459000.5 2.243 X
2138893 1.172968841 0.743620943 18.34505768 265.2721481 341.3568835 25.56468227 2459000.5 0 Xk
2141079 1.164470438 0.828219687 28.53819211 251.4568137 0.878818305 130.8642797 2459000.5 0 Xc
2152563 0.907973879 0.27180007 7.25507962 315.4254697 336.4359932 338.7513133 2456662.5 0.272 Xc
2153201 0.911517596 0.780703741 7.77028381 69.25179907 213.7185634 206.4502587 2459000.5 0.51 X
2194006 1.448545059 0.424381423 4.257218863 184.9702545 101.6054614 290.39039 2459000.5 0 X
2194268 1.452995039 0.787498741 5.437277356 160.7573468 107.7489747 253.8433906 2459000.5 1.244 X
2207970 2.635271717 0.530616907 3.383398491 176.8214954 280.0547886 246.7871448 2459000.5 0 X
2228368 1.478952546 0.702124462 14.73814876 57.97198872 244.4781385 354.1694711 2459000.5 0 X
2307161 1.491680209 0.274344419 24.16478423 354.9552565 137.9729328 15.22651086 2459000.5 0 Xk
2350513 2.658448427 0.56073987 12.57110819 147.5341322 79.65804058 218.7632144 2459000.5 1.77 X
